bleu_score, meteor_score
0.5682854869630479,0.8559431524547803
0.11212450567744726,0.4671349059104161
0.27046570133003095,0.6198347107438016
0.07907523795363021,0.3633771929824562
0.6413865258981679,0.9225908906609002
0.09512948107586758,0.5555555555555556
0.09919973723847643,0.4965100843574702
0.22397899399425858,0.4921268821236893
0.48633831680799433,0.7706310679611651
0.3288580454955831,0.7004676870748299
0.24335860954890867,0.56438127090301
0.18951629567590741,0.5990715616724968
0.14396469238022971,0.6463768115942029
0.2350951106162626,0.6671576248533944
0.15373451203533836,0.6748341287393784
0.3521856535823236,0.76595842531273
0.5036366032150028,0.849122807017544
0.42649937722961534,0.8710743801652892
0.228561284264473,0.5451895043731778
0.27039777221233924,0.3965397923875432
0.1839821818787446,0.7542864191439498
0.15460065623088884,0.5859375
0.3508439695638686,0.7711943069306932
0.07986600049797067,0.35473424145299143
0.15166074951267752,0.5681818181818182
0.05807559734245119,0.45925925925925926
0.17348332274729553,0.4316506589233862
0.3386854985606571,0.640427599611273
0.2205432851826186,0.5914328586393363
0.29899503549981366,0.6147540983606558
0.06260040278956522,0.4498507221818769
0.26276400987738757,0.5671875
0.5437427682227519,0.7046428571428572
0.04957553608083409,0.34586512810968423
0.08002206118884335,0.5440882252476456
0.19211741763103565,0.5635049683830172
0.1085843846890164,0.5324695667740781
0.2680165156355778,0.711764705882353
0.02997425881153643,0.2450980392156863
0.07228835854733016,0.5209267187106521
0.37568815614694245,0.877634529147982
0.7311104457090247,0.8613412228796845
1.0,0.9999715521165226
0.5827355625822049,0.7781250000000001
0.5069803352472096,0.703588662710078
0.9276077030810346,0.9999715521165226
0.5016513759455239,0.7647286821705428
1.0,0.9996243425995492
0.4546697236991713,0.6996453900709221
1.0,0.9999530428249437
1.0,0.9996243425995492
0.6043026468442619,0.7625619249823071
0.38863800910212987,0.7453648325358851
